日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2021-06-21,'603986,兆易创新,158.88,161.88,154.9,158.0,158.0,0.88,0.557,3.5582,21885455,3467787734.0,1.05520957998e+11,97723328899.2
2021-06-18,'603986,兆易创新,158.0,159.98,152.62,153.0,148.8,9.2,6.1828,6.1262,37680848,5906923077.0,1.04936501534e+11,97182061720.0
2021-06-17,'603986,兆易创新,148.8,148.8,136.33,136.35,135.27,13.53,10.0022,4.1444,25491527,3687783409.0,98826274862.4,91523359392.0
2021-06-16,'603986,兆易创新,135.27,143.56,134.98,139.37,137.87,-2.6,-1.8858,2.9263,17999126,2512973684.0,89840256724.7,83201376511.8
2021-06-15,'603986,兆易创新,137.87,145.25,137.0,141.0,141.0,-3.13,-2.2199,2.5024,15391913,2172712531.0,91567059914.5,84800574995.8
2021-06-11,'603986,兆易创新,141.0,142.8,140.0,142.2,141.6,-0.6,-0.4237,1.8404,11319651,1600760620.0,93645865293.0,86725763940.0
2021-06-10,'603986,兆易创新,141.6,142.1,139.5,140.39,140.69,0.91,0.6468,1.7721,10899841,1536079683.0,94044358336.8,87094809744.0
2021-06-09,'603986,兆易创新,140.69,142.66,138.95,139.41,140.19,0.5,0.3567,1.584,9742605,1371762064.0,93439977220.4,86535090274.6
2021-06-08,'603986,兆易创新,140.19,144.98,139.41,144.88,143.89,-3.7,-2.5714,2.1004,12918768,1830388207.0,93107899683.9,86227552104.6
2021-06-07,'603986,兆易创新,143.89,146.88,142.25,145.74,142.62,1.27,0.8905,3.3651,20697636,2993133024.0,95565273454.0,88503334562.6
2021-06-04,'603986,兆易创新,142.62,143.89,137.01,137.98,138.0,4.62,3.3478,3.0646,18849869,2681689219.0,94721796511.3,87722187610.8
2021-06-03,'603986,兆易创新,138.0,139.85,132.72,137.82,138.33,-0.33,-0.2386,2.3157,14243200,1945049603.0,91653400074.0,84880534920.0
2021-06-02,'603986,兆易创新,138.33,142.0,137.72,139.6,136.08,2.25,1.6534,3.0252,18607191,2598105379.0,91872571248.1,85083510112.2
2021-06-01,'603986,兆易创新,136.08,138.66,131.21,135.27,135.27,0.81,0.5988,2.2939,14109153,1913235456.0,90378222333.8,83699588347.2
2021-05-31,'603986,兆易创新,135.27,140.91,133.79,136.1,133.5,1.77,1.3258,2.6994,16603595,2274628974.0,89840256724.7,83201376511.8
2021-05-28,'603986,兆易创新,133.5,137.07,131.0,133.31,133.88,-0.38,-0.2838,2.5949,15960335,2149748562.0,88664702245.5,82112691390.0
2021-05-27,'603986,兆易创新,133.88,136.56,129.99,130.25,129.6,4.28,3.3025,2.9697,18266203,2440215169.0,88917081173.2,82346420399.2
2021-05-26,'603986,兆易创新,129.6,131.9,129.04,131.9,130.35,-0.75,-0.5754,1.7786,10939966,1423317312.0,86074497460.8,79713893664.0
2021-05-25,'603986,兆易创新,130.35,131.15,120.47,120.47,119.72,10.63,8.8791,3.7038,22781346,2909162615.0,86572613765.6,80175200919.0
2021-05-24,'603986,兆易创新,119.72,120.33,115.05,119.03,121.8,-2.08,-1.7077,2.4099,14822506,1739150526.0,79512645339.6,73636939424.8
2021-05-21,'603986,DR兆易创,121.8,128.0,121.1,123.87,123.86,-2.06,-1.6632,1.3687,8418417,1039716043.0,80894087891.4,74916298212.0
