日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2021-06-21,'603160,汇顶科技,123.12,123.7,119.25,120.0,121.3,1.82,1.5004,1.1016,4996574,609670191.0,56376328626.7,55845114459.1
2021-06-18,'603160,汇顶科技,121.3,122.79,117.71,121.11,120.94,0.36,0.2977,1.2377,5614191,676234873.0,55542955347.8,55019593761.3
2021-06-17,'603160,汇顶科技,120.94,121.2,115.0,115.0,115.19,5.75,4.9918,1.338,6069035,720629255.0,55378112281.6,54856303952.9
2021-06-16,'603160,汇顶科技,115.19,120.8,114.18,117.37,116.63,-1.44,-1.2347,0.9006,4084896,478283787.0,52745202197.1,52248202847.2
2021-06-15,'603160,汇顶科技,116.63,120.98,116.09,120.3,121.43,-4.8,-3.9529,1.2602,5716072,673722782.0,53404574461.8,52901362080.6
2021-06-11,'603160,XD汇顶科,121.43,127.75,119.05,127.61,126.81,-5.38,-4.2426,1.7009,7715156,938981536.0,55602482010.6,55078559525.4
2021-06-10,'603160,汇顶科技,127.26,128.38,125.7,126.93,127.45,-0.19,-0.1491,0.8599,3900493,495594022.0,58272023887.6,57722947255.3
2021-06-09,'603160,汇顶科技,127.45,132.89,126.99,130.74,131.03,-3.58,-2.7322,0.9888,4484923,581249399.0,58359024394.7,57809127987.4
2021-06-08,'603160,汇顶科技,131.03,133.1,128.91,133.02,133.0,-1.97,-1.4812,1.0314,4678182,611892885.0,59998297108.2,59432954415.0
2021-06-07,'603160,汇顶科技,133.0,133.0,128.9,130.0,128.66,4.34,3.3732,1.2608,5718765,750679499.0,60900354998.0,60326512533.0
2021-06-04,'603160,汇顶科技,128.66,130.5,126.1,127.0,127.16,1.5,1.1796,0.7839,3554931,457344524.0,58898544120.5,58343427041.2
2021-06-03,'603160,汇顶科技,127.16,131.0,126.92,131.0,129.8,-2.64,-2.0339,0.8087,3667109,471474398.0,58211867483.0,57663222311.2
2021-06-02,'603160,汇顶科技,129.8,133.08,128.0,130.8,130.91,-1.11,-0.8479,1.0688,4846814,630136732.0,59420418365.0,58860382636.0
