日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2021-06-21,'603288,海天味业,129.74,130.5,128.15,129.3,129.5,0.24,0.1853,0.1064,4480169,578394655.0,5.46539632296e+11,5.46539632296e+11
2021-06-18,'603288,海天味业,129.5,133.76,128.6,132.5,131.57,-2.07,-1.5733,0.1656,6974539,909199420.0,5.45528614015e+11,5.45528614015e+11
2021-06-17,'603288,海天味业,131.57,133.46,131.0,132.85,133.9,-2.33,-1.7401,0.1152,4854176,639427160.0,5.54248646687e+11,5.54248646687e+11
2021-06-16,'603288,海天味业,133.9,133.99,131.85,131.85,131.45,2.45,1.8638,0.1233,5195860,692825087.0,5.64063949163e+11,5.64063949163e+11
2021-06-15,'603288,海天味业,131.45,135.5,130.5,134.68,134.68,-3.23,-2.3983,0.1394,5872804,774855723.0,5.53743137546e+11,5.53743137546e+11
2021-06-11,'603288,海天味业,134.68,136.2,134.0,136.16,136.16,-1.48,-1.087,0.1268,5343142,719070563.0,5.67349758576e+11,5.67349758576e+11
2021-06-10,'603288,海天味业,136.16,137.55,135.47,135.83,135.8,0.36,0.2651,0.1037,4370504,597106963.0,5.73584371307e+11,5.73584371307e+11
2021-06-09,'603288,海天味业,135.8,137.1,134.02,135.0,135.0,0.8,0.5926,0.0939,3955054,538335232.0,5.72067843886e+11,5.72067843886e+11
2021-06-08,'603288,海天味业,135.0,137.99,134.07,136.13,136.13,-1.13,-0.8301,0.1339,5641452,764924894.0,5.6869778295e+11,5.6869778295e+11
2021-06-07,'603288,海天味业,136.13,138.66,135.82,137.8,137.42,-1.29,-0.9387,0.0951,4004109,546698640.0,5.73457994022e+11,5.73457994022e+11
2021-06-04,'603288,海天味业,137.42,138.88,135.5,135.5,136.8,0.62,0.4532,0.1164,4903566,674906284.0,5.78892217281e+11,5.78892217281e+11
2021-06-03,'603288,海天味业,136.8,138.39,136.58,138.02,138.02,-1.22,-0.8839,0.0969,4082663,561389409.0,5.76280420056e+11,5.76280420056e+11
2021-06-02,'603288,海天味业,138.02,139.7,136.2,139.58,138.96,-0.94,-0.6765,0.1174,4947566,681070733.0,5.81419762983e+11,5.81419762983e+11
2021-06-01,'603288,海天味业,138.96,139.3,136.03,137.27,137.26,1.7,1.2385,0.1708,7195240,994012536.0,5.85379584583e+11,5.85379584583e+11
2021-05-31,'603288,海天味业,137.26,137.3,133.8,135.88,135.83,1.43,1.0528,0.1169,4922501,668279847.0,5.78218205094e+11,5.78218205094e+11
2021-05-28,'603288,海天味业,135.83,138.15,135.0,138.01,138.01,-2.18,-1.5796,0.1518,6393339,870589565.0,5.72194221171e+11,5.72194221171e+11
2021-05-27,'603288,海天味业,138.01,139.77,135.01,136.05,137.1,0.91,0.6637,0.152,6403770,880984317.0,5.81377637222e+11,5.81377637222e+11
2021-05-26,'603288,海天味业,137.1,140.57,135.76,139.98,138.75,-1.65,-1.1892,0.1921,8093605,1109187182.0,5.77544192907e+11,5.77544192907e+11
2021-05-25,'603288,海天味业,138.75,138.9,132.62,132.62,132.3,6.45,4.8753,0.2627,11067163,1511637465.0,5.84494943588e+11,5.84494943588e+11
2021-05-24,'603288,海天味业,132.3,132.48,129.6,131.58,131.59,0.71,0.5396,0.1043,4391760,576430931.0,5.57323827291e+11,5.57323827291e+11
2021-05-21,'603288,海天味业,131.59,133.67,129.58,133.33,133.0,-1.41,-1.0602,0.1596,6725072,881429062.0,5.5433289821e+11,5.5433289821e+11
2021-05-20,'603288,海天味业,133.0,134.57,131.96,132.75,132.96,0.04,0.0301,0.1192,5020696,668415582.0,5.6027263061e+11,5.6027263061e+11
