日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2021-06-21,'002985,北摩高科,105.65,108.43,99.65,100.82,100.03,5.62,5.6183,3.5105,5818150,603587936.65,26969486800.0,17510021606.2
2021-06-18,'002985,北摩高科,100.03,101.0,96.3,96.32,96.3,3.73,3.8733,2.4882,4123811,408508408.04,25534858160.0,16578584583.8
2021-06-17,'002985,北摩高科,96.3,97.85,94.5,95.88,95.27,1.03,1.0811,1.0783,1787079,171558461.3,24582693600.0,15960388837.5
2021-06-16,'002985,北摩高科,95.27,98.37,94.51,96.86,97.2,-1.93,-1.9856,1.2575,2084213,200659266.76,24319763440.0,15789680628.8
2021-06-15,'002985,北摩高科,97.2,98.19,93.63,95.03,94.51,2.69,2.8463,1.7531,2905520,280255968.61,24812438400.0,16109551350.0
2021-06-11,'002985,北摩高科,94.51,98.77,93.18,95.66,96.24,-1.73,-1.7976,2.4673,4089164,394115974.94,24125756720.0,15663721173.8
2021-06-10,'002985,北摩高科,96.24,96.88,93.31,95.0,96.4,-0.16,-0.166,1.7312,2869173,274260357.05,24567377280.0,15950444670.0
2021-06-09,'002985,北摩高科,96.4,98.98,95.88,98.98,96.64,-0.24,-0.2483,1.9932,3303527,320750252.24,24608220800.0,15976962450.0
2021-06-08,'002985,北摩高科,96.64,96.66,93.88,94.99,95.2,1.44,1.5126,2.1836,3619027,346079288.99,24669486080.0,16016739120.0
2021-06-07,'002985,北摩高科,95.2,98.28,92.48,95.56,94.37,0.83,0.8795,2.4073,3989772,379204410.38,24301894400.0,15778079100.0
2021-06-04,'002985,北摩高科,94.37,96.95,93.88,95.0,95.77,-1.4,-1.4618,1.6198,2684569,255134831.46,24090018640.0,15640518116.2
2021-06-03,'002985,北摩高科,95.77,97.5,94.51,96.82,97.05,-1.28,-1.3189,1.6088,2666403,255820719.87,24447399440.0,15872548691.2
2021-06-02,'002985,北摩高科,97.05,99.49,96.08,98.43,97.35,-0.3,-0.3082,1.6529,2739389,267904385.35,24774147600.0,16084690931.2
2021-06-01,'002985,北摩高科,97.35,100.77,96.95,97.5,97.9,-0.55,-0.5618,2.2894,3794357,373980690.6,24850729200.0,16134411768.8
2021-05-31,'002985,北摩高科,97.9,98.6,91.15,91.18,90.9,7.0,7.7008,3.0473,5050554,480924797.7,24991128800.0,16225566637.5
2021-05-28,'002985,北摩高科,90.9,92.19,89.5,89.92,90.37,0.53,0.5865,1.2756,2114129,191773870.99,23204224800.0,15065413762.5
2021-05-27,'002985,北摩高科,90.37,91.85,90.01,91.5,90.58,-0.21,-0.2318,1.1975,1984766,179963087.73,23068930640.0,14977573616.2
2021-05-26,'002985,北摩高科,90.58,93.77,90.08,91.8,91.8,-1.22,-1.329,1.3973,2315764,211860800.78,23122537760.0,15012378202.5
2021-05-25,'002985,北摩高科,91.8,93.47,90.32,91.35,92.24,-0.44,-0.477,1.7316,2869897,263501850.92,23433969600.0,15214576275.0
2021-05-24,'002985,北摩高科,92.24,92.89,86.34,86.35,86.24,6.0,6.9573,2.431,4029127,365687887.83,23546289280.0,15287500170.0
2021-05-21,'002985,北摩高科,86.24,87.56,84.36,86.12,86.12,0.12,0.1393,1.4958,2479096,212773299.13,22014657280.0,14293083420.0
2021-05-20,'002985,北摩高科,86.12,86.86,82.6,83.58,84.57,1.55,1.8328,2.0887,3461778,294409699.19,21984024640.0,14273195085.0
2021-05-19,'002985,北摩高科,84.57,85.99,77.16,80.01,83.3,1.27,1.5246,3.2641,5409742,445017036.86,21588353040.0,14016304091.2
2021-05-18,'002985,北摩高科,83.3,93.65,83.3,90.51,92.56,-9.26,-10.0043,3.8662,6407652,560454694.75,21264157600.0,13805819212.5
2021-05-17,'002985,北摩高科,92.56,94.54,89.88,93.63,93.61,-1.05,-1.1217,3.3966,5629433,522135730.76,23627976320.0,15340535730.0
2021-05-14,'002985,北摩高科,93.61,93.62,84.7,86.5,85.11,8.5,9.9871,3.6119,5986177,554143153.46,23896011920.0,15514558661.2
2021-05-13,'002985,北摩高科,144.98,146.63,142.51,146.63,144.8,0.18,0.1243,0.7152,697233,101043386.61,21770196800.0,14134366673.2
2021-05-12,'002985,北摩高科,144.8,145.38,139.18,140.95,141.22,3.58,2.5351,1.025,999260,142595138.57,21743168000.0,14116818142.4
2021-05-11,'002985,北摩高科,141.22,142.35,138.57,139.48,141.16,0.06,0.0425,0.9609,936805,131281737.85,21205595200.0,13767797362.4
2021-05-10,'002985,北摩高科,141.16,146.49,141.0,144.5,145.05,-3.89,-2.6818,1.0872,1059954,151025641.14,21196585600.0,13761947852.1
2021-05-07,'002985,北摩高科,145.05,151.98,144.45,151.26,151.73,-6.68,-4.4026,1.3335,1300048,190255992.14,21780708000.0,14141191101.9
2021-05-06,'002985,北摩高科,151.73,154.0,148.75,149.19,149.2,2.53,1.6957,1.5307,1492340,226473304.45,22783776800.0,14792436579.7
2021-04-30,'002985,北摩高科,149.2,149.79,144.31,146.0,146.12,3.08,2.1079,1.2103,1179910,173134648.03,22403872000.0,14545782229.6
2021-04-29,'002985,北摩高科,146.12,151.0,145.4,150.38,148.4,-2.28,-1.5364,1.0725,1045608,153904654.56,21941379200.0,14245507368.6
2021-04-28,'002985,北摩高科,148.4,151.13,143.2,145.1,145.1,3.3,2.2743,3.2862,1233630,182397661.76,22283744000.0,5570936000.0
2021-04-27,'002985,北摩高科,145.1,145.4,138.96,139.0,138.15,6.95,5.0308,4.6941,1762157,252143799.2,21788216000.0,5447054000.0
2021-04-26,'002985,北摩高科,138.15,142.88,138.0,139.6,139.6,-1.45,-1.0387,2.4694,927007,130299534.71,20744604000.0,5186151000.0
2021-04-23,'002985,北摩高科,139.6,139.81,136.78,138.5,138.38,1.22,0.8816,1.4241,534610,74162096.5,20962336000.0,5240584000.0
2021-04-22,'002985,北摩高科,138.38,139.29,137.8,139.29,138.57,-0.19,-0.1371,1.2738,478186,66253206.56,20779140800.0,5194785200.0
2021-04-21,'002985,北摩高科,138.57,139.77,134.5,137.45,137.4,1.17,0.8515,2.2209,833710,114613267.68,20807671200.0,5201917800.0
2021-04-20,'002985,北摩高科,137.4,140.66,137.12,139.9,139.43,-2.03,-1.4559,3.2278,1211700,167806101.17,20631984000.0,5157996000.0
2021-04-19,'002985,北摩高科,139.43,140.28,135.89,137.76,138.8,0.63,0.4539,1.9178,719951,99711649.67,20936808800.0,5234202200.0
2021-04-16,'002985,北摩高科,138.8,143.48,136.59,143.0,143.39,-4.59,-3.2011,2.9236,1097523,152075391.77,20842208000.0,5210552000.0
2021-04-15,'002985,北摩高科,143.39,145.04,142.72,144.2,145.72,-2.33,-1.599,1.2389,465100,66827699.48,21531442400.0,5382860600.0
2021-04-14,'002985,北摩高科,145.72,146.28,143.24,145.09,145.1,0.62,0.4273,1.4508,544619,79070598.51,21881315200.0,5470328800.0
2021-04-13,'002985,北摩高科,145.1,146.03,143.05,143.64,144.64,0.46,0.318,1.4099,529280,76615677.39,21788216000.0,5447054000.0
2021-04-12,'002985,北摩高科,144.64,151.12,144.16,151.09,150.66,-6.02,-3.9958,2.6416,991674,144990321.14,21719142400.0,5429785600.0
2021-04-09,'002985,北摩高科,150.66,152.31,147.34,148.78,150.49,0.17,0.113,2.7906,1047575,156553424.83,22623105600.0,5655776400.0
2021-04-08,'002985,北摩高科,150.49,152.98,142.0,144.27,145.0,5.49,3.7862,4.5092,1692739,251853822.21,22597578400.0,5649394600.0
2021-04-07,'002985,北摩高科,145.0,149.8,144.52,147.86,145.87,-0.87,-0.5964,2.0617,773979,113122216.03,21773200000.0,5443300000.0
2021-04-06,'002985,北摩高科,145.87,148.24,145.08,146.81,146.8,-0.93,-0.6335,1.7128,643002,94034053.82,21903839200.0,5475959800.0
2021-04-02,'002985,北摩高科,146.8,149.32,145.43,147.29,146.66,0.14,0.0955,1.5322,575197,84465792.52,22043488000.0,5510872000.0
2021-04-01,'002985,北摩高科,146.66,148.88,145.6,147.58,147.55,-0.89,-0.6032,1.5949,598738,88144099.2,22022465600.0,5505616400.0
2021-03-31,'002985,北摩高科,147.55,149.84,145.7,145.7,148.43,-0.88,-0.5929,2.9115,1092976,161702635.47,22156108000.0,5539027000.0
2021-03-30,'002985,北摩高科,148.43,149.95,144.51,145.24,145.24,3.19,2.1964,3.9083,1467166,217576090.23,22288248800.0,5572062200.0
2021-03-29,'002985,北摩高科,145.24,148.55,138.05,139.8,139.52,5.72,4.0998,4.3676,1639615,237125172.95,21809238400.0,5452309600.0
2021-03-26,'002985,北摩高科,139.52,140.46,136.67,138.0,137.0,2.52,1.8394,2.1042,789931,109658081.86,20950323200.0,5237580800.0
