ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2021-05-26,'688002,î£´´Î¢ÄÉ,91.68,96.16,91.39,95.31,95.59,-3.91,-4.0904,1.4498,3339849,309835990.0,40797600000.0,21120474705.6
2021-05-25,'688002,î£´´Î¢ÄÉ,95.59,96.4,92.15,93.08,93.96,1.63,1.7348,1.0759,2478577,235339423.0,42537550000.0,22021227935.3
2021-05-24,'688002,î£´´Î¢ÄÉ,93.96,96.94,91.63,96.46,95.2,-1.24,-1.3025,0.8242,1898721,178125401.0,41812200000.0,21645722113.2
2021-05-21,'688002,î£´´Î¢ÄÉ,95.2,97.4,94.62,95.3,95.5,-0.3,-0.3141,0.6894,1588164,152295300.0,42364000000.0,21931382984.0
2021-05-20,'688002,î£´´Î¢ÄÉ,95.5,98.0,94.2,96.65,95.91,-0.41,-0.4275,0.7473,1721484,164625480.0,42497500000.0,22000494485.0
2021-05-19,'688002,î£´´Î¢ÄÉ,95.91,97.66,95.0,97.66,97.72,-1.81,-1.8522,0.6601,1520644,146172505.0,42679950000.0,22094946869.7
2021-05-18,'688002,î£´´Î¢ÄÉ,97.72,99.55,96.5,99.0,98.19,-0.47,-0.4787,0.5269,1213868,118710833.0,43485400000.0,22511919592.4
2021-05-17,'688002,î£´´Î¢ÄÉ,98.19,98.79,93.01,93.4,92.98,5.21,5.6034,1.6432,3785518,367865143.0,43694550000.0,22620194277.3
2021-05-14,'688002,î£´´Î¢ÄÉ,92.98,94.0,89.51,91.12,91.31,1.67,1.8289,1.0011,2306246,212838223.0,41376100000.0,21419957876.6
2021-05-13,'688002,î£´´Î¢ÄÉ,91.31,92.0,88.02,88.4,89.49,1.82,2.0337,0.7531,1734847,157778668.0,40632950000.0,21035237187.7
2021-05-12,'688002,î£´´Î¢ÄÉ,89.49,94.36,86.11,93.5,92.6,-3.11,-3.3585,1.2795,2947498,265644187.0,39823050000.0,20615960748.3
2021-05-11,'688002,î£´´Î¢ÄÉ,92.6,94.25,90.55,92.1,93.01,-0.41,-0.4408,0.9735,2242555,207894902.0,41207000000.0,21332416642.0
2021-05-10,'688002,î£´´Î¢ÄÉ,93.01,93.2,88.27,89.1,89.25,3.76,4.2129,1.4547,3351316,308137607.0,41389450000.0,21426869026.7
2021-05-07,'688002,î£´´Î¢ÄÉ,89.25,92.96,88.89,91.41,92.0,-2.75,-2.9891,0.9892,2278808,206693611.0,39716250000.0,20560671547.5
2021-05-06,'688002,î£´´Î¢ÄÉ,92.0,94.46,91.0,92.0,91.85,0.15,0.1633,0.8475,1952450,180632555.0,40940000000.0,21194193640.0
2021-04-30,'688002,î£´´Î¢ÄÉ,91.85,92.73,88.88,91.5,91.6,0.25,0.2729,0.9995,2302660,210018803.0,40873250000.0,21159637889.5
2021-04-29,'688002,î£´´Î¢ÄÉ,91.6,92.56,89.18,89.5,90.1,1.5,1.6648,1.2404,2857424,261305315.0,40762000000.0,21102044972.0
2021-04-28,'688002,î£´´Î¢ÄÉ,90.1,90.5,82.88,86.88,86.16,3.94,4.5729,1.4853,3421721,298197724.0,40094500000.0,20756487467.0
2021-04-27,'688002,î£´´Î¢ÄÉ,86.16,87.38,84.8,86.9,86.1,0.06,0.0697,0.6657,1529868,132119447.0,38341200000.0,19801107679.2
2021-04-26,'688002,î£´´Î¢ÄÉ,86.1,88.75,85.1,86.9,86.88,-0.78,-0.8978,0.9907,2276806,198535057.0,38314500000.0,19787318607.0
2021-04-23,'688002,î£´´Î¢ÄÉ,86.88,87.03,83.4,84.27,84.2,2.68,3.1829,1.0207,2345746,201655736.0,38661600000.0,19966576545.6
2021-04-22,'688002,î£´´Î¢ÄÉ,84.2,85.26,82.8,83.34,82.88,1.32,1.5927,0.8592,1974616,166831355.0,37469000000.0,19350664654.0
2021-04-21,'688002,î£´´Î¢ÄÉ,82.88,84.38,81.7,83.5,83.9,-1.02,-1.2157,1.1739,2697889,223213712.0,36881600000.0,19047305065.6
2021-04-20,'688002,î£´´Î¢ÄÉ,83.9,85.78,83.4,85.78,84.3,-0.4,-0.4745,1.0387,2387103,201215800.0,37335500000.0,19281719293.0
2021-04-19,'688002,î£´´Î¢ÄÉ,84.3,87.26,83.94,86.94,86.96,-2.66,-3.0589,1.5543,3571951,303778678.0,37513500000.0,19373646441.0
2021-04-16,'688002,î£´´Î¢ÄÉ,86.96,87.52,83.5,86.7,86.94,0.02,0.023,0.9106,2092719,179360051.0,38697200000.0,19984961975.2
2021-04-15,'688002,î£´´Î¢ÄÉ,86.94,87.24,84.6,86.1,86.83,0.11,0.1267,0.6318,1451967,124674218.0,38688300000.0,19980365617.8
2021-04-14,'688002,î£´´Î¢ÄÉ,86.83,88.39,86.0,87.53,87.55,-0.72,-0.8224,0.8016,1842300,160060131.0,38639350000.0,19955085652.1
2021-04-13,'688002,î£´´Î¢ÄÉ,87.55,90.43,86.71,87.3,88.1,-0.55,-0.6243,0.9545,2193579,194492430.0,38959750000.0,20120554518.5
2021-04-12,'688002,î£´´Î¢ÄÉ,88.1,93.98,87.29,92.6,92.29,-4.19,-4.54,0.9793,2250680,201967253.0,39204500000.0,20246954347.0
2021-04-09,'688002,î£´´Î¢ÄÉ,92.29,93.0,89.44,90.8,91.1,1.19,1.3063,0.9522,2188254,201683552.0,41069050000.0,21209891222.3
2021-04-08,'688002,î£´´Î¢ÄÉ,91.1,91.25,85.7,87.25,87.8,3.3,3.7585,0.9429,2166942,193846527.0,40539500000.0,20936407957.0
2021-04-07,'688002,î£´´Î¢ÄÉ,87.8,89.38,86.51,89.38,88.92,-1.12,-1.2596,0.6442,1480512,129447992.0,39071000000.0,20178008986.0
2021-04-06,'688002,î£´´Î¢ÄÉ,88.92,92.35,87.8,91.59,90.92,-2.0,-2.1997,0.5265,1209966,108532185.0,39569400000.0,20435405000.4
2021-04-02,'688002,î£´´Î¢ÄÉ,90.92,92.83,88.1,88.96,88.42,2.5,2.8274,0.9702,2229683,204025025.0,40459400000.0,20895040740.4
2021-04-01,'688002,î£´´Î¢ÄÉ,88.42,90.94,87.72,89.0,88.7,-0.28,-0.3157,0.6322,1452882,129300632.0,39346900000.0,20320496065.4
2021-03-31,'688002,î£´´Î¢ÄÉ,88.7,91.52,88.3,91.26,91.06,-2.36,-2.5917,0.8342,1917196,171229373.0,39471500000.0,20384845069.0
2021-03-30,'688002,î£´´Î¢ÄÉ,91.06,92.27,88.8,88.85,88.96,2.1,2.3606,0.8964,2060047,187740746.0,40521700000.0,20927215242.2
2021-03-29,'688002,î£´´Î¢ÄÉ,88.96,91.96,88.49,90.97,90.35,-1.39,-1.5385,1.207,2773862,249846237.0,39587200000.0,20444597715.2
2021-03-26,'688002,î£´´Î¢ÄÉ,90.35,91.48,85.34,85.34,85.61,4.74,5.5367,1.376,3162226,282050608.0,40205750000.0,20764044554.5
2021-03-25,'688002,î£´´Î¢ÄÉ,85.61,87.4,85.07,86.89,86.66,-1.05,-1.2116,0.9417,2164107,185739077.0,38096450000.0,19674707850.7
2021-03-24,'688002,î£´´Î¢ÄÉ,86.66,89.54,86.1,87.33,87.86,-1.2,-1.3658,1.1348,2607887,229560160.0,38563700000.0,19916016614.2
2021-03-23,'688002,î£´´Î¢ÄÉ,87.86,89.5,87.32,88.39,87.86,0.0,0.0,0.8673,1993263,176304174.0,39097700000.0,20191798058.2
2021-03-22,'688002,î£´´Î¢ÄÉ,87.86,89.38,86.02,86.95,88.64,-0.78,-0.88,0.9847,2263062,198640973.0,39097700000.0,20191798058.2
2021-03-19,'688002,î£´´Î¢ÄÉ,88.64,88.64,84.66,85.19,85.48,3.16,3.6968,1.941,4460753,390466444.0,39444800000.0,20371055996.8
2021-03-18,'688002,î£´´Î¢ÄÉ,85.48,87.59,84.6,84.6,84.72,0.76,0.8971,0.7046,1619322,139272442.0,38038600000.0,19644831527.6
2021-03-17,'688002,î£´´Î¢ÄÉ,84.72,86.0,81.8,83.0,83.04,1.68,2.0231,1.0312,2369825,199071764.0,37700400000.0,19470169946.4
2021-03-16,'688002,î£´´Î¢ÄÉ,83.04,84.99,81.66,84.55,84.55,-1.51,-1.7859,1.036,2381001,198158922.0,36952800000.0,19084075924.8
2021-03-15,'688002,î£´´Î¢ÄÉ,84.55,87.42,83.4,86.88,87.4,-2.85,-3.2609,1.6278,3741069,318265719.0,37624750000.0,19431100908.5
2021-03-12,'688002,î£´´Î¢ÄÉ,87.4,88.12,85.1,86.3,85.8,1.6,1.8648,1.131,2599155,225790885.0,38893000000.0,20086081838.0
2021-03-11,'688002,î£´´Î¢ÄÉ,85.8,86.49,82.1,84.79,83.32,2.48,2.9765,1.3743,3158391,268695521.0,38181000000.0,19718373246.0
2021-03-10,'688002,î£´´Î¢ÄÉ,83.32,86.5,81.98,83.07,82.62,0.7,0.8473,1.6501,3792201,317252971.0,37077400000.0,19148424928.4
2021-03-09,'688002,î£´´Î¢ÄÉ,82.62,84.95,80.01,84.5,83.0,-0.38,-0.4578,2.4875,5716785,470968605.0,36765900000.0,18987552419.4
2021-03-08,'688002,î£´´Î¢ÄÉ,83.0,98.06,81.28,97.6,96.6,-13.6,-14.0787,4.5089,10362237,904009859.0,36935000000.0,19074883210.0
2021-03-05,'688002,î£´´Î¢ÄÉ,96.6,99.38,95.8,97.0,97.62,-1.02,-1.0449,1.2263,2818188,273610372.0,42987000000.0,22200406242.0
2021-03-04,'688002,î£´´Î¢ÄÉ,97.62,103.32,96.22,102.75,103.15,-5.53,-5.3611,1.3931,3201636,314215083.0,43440900000.0,22434820469.4
2021-03-03,'688002,î£´´Î¢ÄÉ,103.15,104.6,98.18,98.9,98.01,5.14,5.2444,1.1284,2593279,263138723.0,45901750000.0,23705713290.5
2021-03-02,'688002,î£´´Î¢ÄÉ,98.01,103.53,97.6,102.88,102.1,-4.09,-4.0059,1.113,2557874,255325501.0,43614450000.0,22524449438.7
2021-03-01,'688002,î£´´Î¢ÄÉ,102.1,103.35,98.23,100.2,99.2,2.9,2.9234,1.1911,2737449,278713495.0,45434500000.0,23464404527.0
2021-02-26,'688002,î£´´Î¢ÄÉ,99.2,101.5,96.57,96.57,98.18,1.02,1.0389,1.3436,3087892,306964462.0,44144000000.0,22797932704.0
2021-02-25,'688002,î£´´Î¢ÄÉ,98.18,99.5,96.3,96.3,97.6,0.58,0.5943,0.8142,1871213,183498521.0,43690100000.0,22563518476.6
2021-02-24,'688002,î£´´Î¢ÄÉ,97.6,98.94,96.3,97.84,97.3,0.3,0.3083,1.067,2452193,239637886.0,43432000000.0,22430224112.0
2021-02-23,'688002,î£´´Î¢ÄÉ,97.3,99.88,92.52,93.97,94.25,3.05,3.2361,1.9293,4433800,430815080.0,43298500000.0,22361278751.0
2021-02-22,'688002,î£´´Î¢ÄÉ,94.25,103.88,94.23,100.83,98.5,-4.25,-4.3147,1.4633,3362898,328991712.0,41941250000.0,21660334247.5
2021-02-19,'688002,î£´´Î¢ÄÉ,98.5,104.0,98.42,102.82,103.08,-4.58,-4.4432,1.4477,3327123,334990625.0,43832500000.0,22637060195.0
2021-02-18,'688002,î£´´Î¢ÄÉ,103.08,107.88,101.87,107.18,105.31,-2.23,-2.1176,1.2305,2827973,293523677.0,45870600000.0,23689626039.6
2021-02-10,'688002,î£´´Î¢ÄÉ,105.31,106.53,100.56,102.0,102.5,2.81,2.7415,1.4283,3282412,342453641.0,46862950000.0,24202119889.7
2021-02-09,'688002,î£´´Î¢ÄÉ,102.5,103.3,98.1,99.0,97.76,4.74,4.8486,1.6297,3745440,379138237.0,45612500000.0,23556331675.0
2021-02-08,'688002,î£´´Î¢ÄÉ,97.76,99.98,92.5,95.0,94.04,3.72,3.9558,1.4616,3359056,327066679.0,43503200000.0,22466994971.2
2021-02-05,'688002,î£´´Î¢ÄÉ,94.04,99.5,93.5,96.05,95.65,-1.61,-1.6832,1.8654,4287037,415855255.0,41847800000.0,21612072494.8
2021-02-04,'688002,î£´´Î¢ÄÉ,95.65,101.96,92.8,101.88,102.6,-6.95,-6.7739,4.1213,9471530,908150991.0,42564250000.0,21982079265.5
2021-02-03,'688002,î£´´Î¢ÄÉ,102.6,109.8,102.51,107.91,109.98,-7.38,-6.7103,2.1629,4970720,526389898.0,45657000000.0,23579313462.0
2021-02-02,'688002,î£´´Î¢ÄÉ,109.98,110.0,102.7,108.0,110.0,-0.02,-0.0182,2.7003,6205824,657415913.0,48941100000.0,25275369342.6
2021-02-01,'688002,î£´´Î¢ÄÉ,110.0,117.21,104.18,113.93,113.44,-3.44,-3.0324,2.4371,5600857,612086231.0,48950000000.0,25279965700.0
2021-01-29,'688002,î£´´Î¢ÄÉ,113.44,113.65,108.84,108.84,110.45,2.99,2.7071,1.7447,4009694,450088064.0,50480800000.0,26070539172.8
2021-01-28,'688002,î£´´Î¢ÄÉ,110.45,111.81,107.0,111.0,111.75,-1.3,-1.1633,1.5349,3527399,385974805.0,49150250000.0,25383383741.5
2021-01-27,'688002,î£´´Î¢ÄÉ,111.75,111.75,106.03,108.58,108.58,3.17,2.9195,1.2113,2783861,304924253.0,49728750000.0,25682146972.5
2021-01-26,'688002,î£´´Î¢ÄÉ,108.58,115.0,106.88,111.97,112.1,-3.52,-3.1401,1.8394,4227278,468272075.0,48318100000.0,24953624324.6
2021-01-25,'688002,î£´´Î¢ÄÉ,112.1,115.55,106.51,107.96,107.02,5.08,4.7468,2.6058,5988599,669311899.0,49884500000.0,25762583227.0
2021-01-22,'688002,î£´´Î¢ÄÉ,107.02,108.55,102.11,106.58,106.49,0.53,0.4977,1.9278,4430445,463363533.0,47623900000.0,24595108447.4
2021-01-21,'688002,î£´´Î¢ÄÉ,106.49,108.94,104.7,108.94,106.64,-0.15,-0.1407,1.2823,2946920,312297657.0,47388050000.0,24473304976.3
2021-01-20,'688002,î£´´Î¢ÄÉ,106.64,107.87,104.04,104.51,104.9,1.74,1.6587,1.1588,2663069,284162256.0,47454800000.0,24507777656.8
2021-01-19,'688002,î£´´Î¢ÄÉ,104.9,110.11,102.0,109.97,109.09,-4.19,-3.8409,1.8997,4365802,458170659.0,46680500000.0,24107894563.0
2021-01-18,'688002,î£´´Î¢ÄÉ,109.09,111.56,104.16,104.16,105.7,3.39,3.2072,1.6587,3811951,415635998.0,48545050000.0,25070831438.3
2021-01-15,'688002,î£´´Î¢ÄÉ,105.7,106.58,101.98,104.9,102.4,3.3,3.2227,1.6604,3815972,399665073.0,47036500000.0,24291748859.0
2021-01-14,'688002,î£´´Î¢ÄÉ,102.4,107.0,100.8,107.0,108.0,-5.6,-5.1852,1.7778,4085658,423879576.0,45568000000.0,23533349888.0
2021-01-13,'688002,î£´´Î¢ÄÉ,108.0,114.39,103.7,112.0,112.0,-4.0,-3.5714,2.3323,5360061,576078042.0,48060000000.0,24820329960.0
2021-01-12,'688002,î£´´Î¢ÄÉ,112.0,112.75,105.88,106.93,108.01,3.99,3.6941,1.7989,4134115,457619478.0,49840000000.0,25739601440.0
2021-01-11,'688002,î£´´Î¢ÄÉ,108.01,112.3,103.6,107.8,110.82,-2.81,-2.5356,2.8991,6662554,720458315.0,48064450000.0,24822628138.7
2021-01-08,'688002,î£´´Î¢ÄÉ,110.82,121.98,99.0,120.0,120.39,-9.57,-7.9492,4.6985,10798078,1177683552.0,49314900000.0,25468416353.4
2021-01-07,'688002,î£´´Î¢ÄÉ,120.39,123.3,116.37,120.51,119.68,0.71,0.5932,1.7987,4133667,490722136.0,53573550000.0,27667773369.3
2021-01-06,'688002,î£´´Î¢ÄÉ,119.68,122.55,118.2,122.0,122.3,-2.62,-2.1423,1.4023,3222677,386527272.0,53257600000.0,27504602681.6
2021-01-05,'688002,î£´´Î¢ÄÉ,122.3,123.32,119.1,120.5,120.49,1.81,1.5022,1.934,4444657,540809466.0,54423500000.0,28106725501.0
2021-01-04,'688002,î£´´Î¢ÄÉ,120.49,121.5,111.44,112.0,111.0,9.49,8.5495,3.4175,7854061,930135037.0,53618050000.0,27690755156.3
2020-12-31,'688002,î£´´Î¢ÄÉ,111.0,117.0,108.01,115.96,114.52,-3.52,-3.0737,2.3621,5428601,607563900.0,49395000000.0,25509783570.0
2020-12-30,'688002,î£´´Î¢ÄÉ,114.52,115.5,109.96,110.98,110.52,4.0,3.6193,1.1835,2719825,308503821.0,50961400000.0,26318742472.4
2020-12-29,'688002,î£´´Î¢ÄÉ,110.52,117.47,109.45,113.6,113.83,-3.31,-2.9078,1.5657,3598151,405838588.0,49181400000.0,25399470992.4
2020-12-28,'688002,î£´´Î¢ÄÉ,113.83,114.37,109.61,110.07,109.55,4.28,3.9069,1.3429,3086142,348927241.0,50654350000.0,26160168142.1
2020-12-25,'688002,î£´´Î¢ÄÉ,109.55,112.15,106.0,107.5,107.09,2.46,2.2971,1.6882,3879857,426396247.0,48749750000.0,25176547658.5
2020-12-24,'688002,î£´´Î¢ÄÉ,107.09,115.98,106.27,113.97,112.0,-4.91,-4.3839,2.2043,5065905,568820202.0,47655050000.0,24611195698.3
2020-12-23,'688002,î£´´Î¢ÄÉ,112.0,113.0,107.0,108.99,108.99,3.01,2.7617,1.7023,3912281,431967343.0,49840000000.0,25739601440.0
2020-12-22,'688002,î£´´Î¢ÄÉ,108.99,113.58,107.44,109.0,109.89,-0.9,-0.819,1.4364,3301129,365880545.0,48500550000.0,25047849651.3
2020-12-21,'688002,î£´´Î¢ÄÉ,109.89,113.8,108.3,109.43,107.4,2.49,2.3184,1.3657,3138702,345700163.0,48901050000.0,25254685734.3
2020-12-18,'688002,î£´´Î¢ÄÉ,107.4,109.4,105.23,107.0,107.5,-0.1,-0.093,1.0785,2478493,266445428.0,47793000000.0,24682439238.0
2020-12-17,'688002,î£´´Î¢ÄÉ,107.5,110.48,104.01,109.22,109.4,-1.9,-1.7367,1.612,3704653,394429412.0,47837500000.0,24705421025.0
2020-12-16,'688002,î£´´Î¢ÄÉ,109.4,111.5,108.0,109.25,107.64,1.76,1.6351,0.9964,2289908,250624934.0,48683000000.0,25142074978.0
2020-12-15,'688002,î£´´Î¢ÄÉ,107.64,111.81,106.66,108.43,108.43,-0.79,-0.7286,1.4486,3329117,363177092.0,47899800000.0,24737595526.8
2020-12-14,'688002,î£´´Î¢ÄÉ,108.43,112.88,107.86,109.0,111.0,-2.57,-2.3153,2.0579,4729427,521430077.0,48251350000.0,24919151644.1
2020-12-11,'688002,î£´´Î¢ÄÉ,111.0,111.0,104.67,105.83,105.83,5.17,4.8852,3.699,8500972,923557209.0,49395000000.0,25509783570.0
2020-12-10,'688002,î£´´Î¢ÄÉ,105.83,106.5,96.0,96.44,97.9,7.93,8.1001,3.1248,7181428,733414158.0,47094350000.0,24321625182.1
2020-12-09,'688002,î£´´Î¢ÄÉ,97.9,99.5,97.16,97.54,97.27,0.63,0.6477,1.7888,4110940,404918247.0,43565500000.0,22499169473.0
2020-12-08,'688002,î£´´Î¢ÄÉ,97.27,99.4,94.29,99.0,99.0,-1.73,-1.7475,2.0955,4815889,465223971.0,43285150000.0,22354384214.9
2020-12-07,'688002,î£´´Î¢ÄÉ,99.0,103.13,96.1,99.58,98.0,1.0,1.0204,2.3458,5391124,540541762.0,44055000000.0,22751969130.0
2020-12-04,'688002,î£´´Î¢ÄÉ,98.0,98.5,95.0,98.2,97.1,0.9,0.9269,0.9793,2250555,218862814.0,43610000000.0,22522151260.0
2020-12-03,'688002,î£´´Î¢ÄÉ,97.1,99.2,94.65,98.0,98.27,-1.17,-1.1906,1.3263,3048122,294678858.0,43209500000.0,22315315177.0
2020-12-02,'688002,î£´´Î¢ÄÉ,98.27,98.6,94.01,94.01,95.17,3.1,3.2573,2.5139,5777501,562330870.0,43730150000.0,22584202084.9
2020-12-01,'688002,î£´´Î¢ÄÉ,95.17,96.18,90.15,90.97,90.97,4.2,4.6169,2.3569,5416651,510713825.0,42350650000.0,21871766687.9
2020-11-30,'688002,î£´´Î¢ÄÉ,90.97,95.82,90.48,95.82,92.88,-1.91,-2.0564,1.8447,4239523,391314916.0,40481650000.0,20906531633.9
2020-11-27,'688002,î£´´Î¢ÄÉ,92.88,94.48,88.2,88.97,89.1,3.78,4.2424,2.4699,5676196,523622688.0,41331600000.0,21345483765.6
2020-11-26,'688002,î£´´Î¢ÄÉ,89.1,90.35,86.4,86.55,86.05,3.05,3.5445,3.6141,8305759,741524833.0,39649500000.0,20476772217.0
2020-11-25,'688002,î£´´Î¢ÄÉ,86.05,89.28,86.0,87.04,87.0,-0.95,-1.092,2.1613,4967003,435051146.0,38292250000.0,19775827713.5
2020-11-24,'688002,î£´´Î¢ÄÉ,87.0,88.49,84.18,84.71,85.09,1.91,2.2447,2.0221,4647261,404278276.0,38715000000.0,19994154690.0
2020-11-23,'688002,î£´´Î¢ÄÉ,85.09,86.6,83.88,86.48,86.8,-1.71,-1.97,2.0203,4643012,392831648.0,37865050000.0,19555202558.3
2020-11-20,'688002,î£´´Î¢ÄÉ,86.8,88.78,86.21,87.49,86.84,-0.04,-0.0461,1.6969,3899837,341666636.0,38626000000.0,19948191116.0
2020-11-19,'688002,î£´´Î¢ÄÉ,86.84,86.88,83.8,85.63,85.78,1.06,1.2357,1.7114,3933104,335553511.0,38643800000.0,19957383830.8
2020-11-18,'688002,î£´´Î¢ÄÉ,85.78,85.79,83.1,84.8,84.0,1.78,2.119,1.3634,3133395,266944491.0,38172100000.0,19713776888.6
2020-11-17,'688002,î£´´Î¢ÄÉ,84.0,86.1,82.89,85.66,85.91,-1.91,-2.2233,1.7438,4007525,336239308.0,37380000000.0,19304701080.0
2020-11-16,'688002,î£´´Î¢ÄÉ,85.91,87.98,84.32,87.44,84.55,1.36,1.6085,1.9683,4523549,390087400.0,38229950000.0,19743653211.7
2020-11-13,'688002,î£´´Î¢ÄÉ,84.55,84.8,81.91,81.91,82.7,1.85,2.237,1.7934,4121639,344907752.0,37624750000.0,19431100908.5
2020-11-12,'688002,î£´´Î¢ÄÉ,82.7,83.15,77.88,78.8,77.84,4.86,6.2436,2.3105,5309927,431559528.0,36801500000.0,19005937849.0
2020-11-11,'688002,î£´´Î¢ÄÉ,77.84,79.88,77.39,78.88,78.53,-0.69,-0.8786,1.4676,3372724,265138227.0,34638800000.0,17889023000.8
2020-11-10,'688002,î£´´Î¢ÄÉ,78.53,84.24,78.44,84.24,83.63,-5.1,-6.0983,2.0668,4749870,380241247.0,34945850000.0,18047597331.1
2020-11-09,'688002,î£´´Î¢ÄÉ,83.63,86.2,80.5,81.35,80.46,3.17,3.9398,2.3058,5299083,443213363.0,37215350000.0,19219668468.1
2020-11-06,'688002,î£´´Î¢ÄÉ,80.46,85.68,79.3,85.68,84.7,-4.24,-5.0059,1.8512,4254500,345396195.0,35804700000.0,18491145820.2
2020-11-05,'688002,î£´´Î¢ÄÉ,84.7,88.5,84.39,87.46,87.5,-2.8,-3.2,1.7928,4120099,352952105.0,37691500000.0,19465573589.0
2020-11-04,'688002,î£´´Î¢ÄÉ,87.5,88.09,84.8,86.0,85.37,2.13,2.495,1.3403,3080254,266987347.0,38937500000.0,20109063625.0
2020-11-03,'688002,î£´´Î¢ÄÉ,85.37,89.48,84.96,85.3,86.28,-0.91,-1.0547,1.7003,3907566,339263697.0,37989650000.0,19619551561.9
2020-11-02,'688002,î£´´Î¢ÄÉ,86.28,86.98,80.22,84.42,83.7,2.58,3.0824,2.5236,5799761,485657080.0,38394600000.0,19828685823.6
2020-10-30,'688002,î£´´Î¢ÄÉ,83.7,88.43,83.0,85.05,81.8,1.9,2.3227,2.6136,6006443,516015722.0,37246500000.0,19235755719.0
2020-10-29,'688002,î£´´Î¢ÄÉ,81.8,83.26,79.93,82.02,83.45,-1.65,-1.9772,1.0732,2466306,200788145.0,36401000000.0,18799101766.0
2020-10-28,'688002,î£´´Î¢ÄÉ,83.45,83.88,81.3,82.23,81.98,1.47,1.7931,0.7032,1616033,133994670.0,37135250000.0,19178301251.5
2020-10-27,'688002,î£´´Î¢ÄÉ,81.98,83.65,78.93,78.93,79.49,2.49,3.1325,1.126,2587663,212207771.0,36481100000.0,18840468982.6
2020-10-26,'688002,î£´´Î¢ÄÉ,79.49,80.55,75.81,77.26,76.52,2.97,3.8813,1.2578,2890648,228069739.0,35373050000.0,18268222486.3
