日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2021-06-21,'603392,万泰生物,249.6,254.8,245.0,253.84,252.95,-3.35,-1.3244,0.7484,1128749,282510820.0,1.51517184e+11,37643243040.0
2021-06-18,'603392,万泰生物,252.95,256.0,241.25,245.04,241.42,11.53,4.7759,1.0634,1603775,402300752.0,1.53550768e+11,38148470861.2
2021-06-17,'603392,万泰生物,241.42,251.64,239.0,251.6,248.86,-7.44,-2.9896,1.1501,1734557,420363383.0,1.465515968e+11,36409582270.5
2021-06-16,'603392,万泰生物,248.86,257.09,247.0,254.35,251.39,-2.53,-1.0064,0.9911,1494710,375472937.0,1.510679744e+11,37531640476.5
2021-06-15,'603392,万泰生物,251.39,258.6,248.31,252.39,252.1,-0.71,-0.2816,1.1458,1727958,438291123.0,1.526037856e+11,37913200592.2
2021-06-11,'603392,万泰生物,252.1,254.84,238.0,241.55,242.5,9.6,3.9588,1.7197,2593605,645878964.0,1.53034784e+11,38020278727.5
2021-06-10,'603392,万泰生物,242.5,243.0,231.55,231.63,229.23,13.27,5.7889,1.8106,2730584,653472646.0,1.472072e+11,36572461687.5
2021-06-09,'603392,万泰生物,229.23,230.9,223.06,226.73,229.0,0.23,0.1004,0.633,954706,217917885.0,1.391517792e+11,34571156258.2
2021-06-08,'603392,万泰生物,229.0,241.0,226.48,237.1,237.05,-8.05,-3.3959,1.1236,1694585,395572532.0,1.3901216e+11,34536468975.0
2021-06-07,'603392,万泰生物,237.05,239.0,233.44,236.58,235.7,1.35,0.5728,0.9521,1435906,339648794.0,1.43898832e+11,35750523888.8
2021-06-04,'603392,万泰生物,235.7,238.1,223.51,223.98,223.51,12.19,5.4539,1.712,2581984,603296568.0,1.43079328e+11,35546924617.5
2021-06-03,'603392,万泰生物,223.51,228.89,223.01,226.0,226.69,-3.18,-1.4028,0.6818,1028261,231995228.0,1.356795104e+11,33708498605.2
2021-06-02,'603392,万泰生物,226.69,229.65,223.59,228.43,230.0,-3.31,-1.4391,0.8103,1222120,277022462.0,1.376098976e+11,34188087999.8
2021-06-01,'603392,万泰生物,230.0,231.69,223.13,227.2,227.0,3.0,1.3216,1.1094,1673195,382629570.0,1.396192e+11,34687283250.0
2021-05-31,'603392,万泰生物,227.0,227.55,214.5,214.5,216.86,10.14,4.6758,1.4292,2155441,482462866.0,1.3779808e+11,34234840425.0
