�梪�,嘖き測鎢,靡備,彶攫歎,郔詢歎,郔腴歎,羲攫歎,ヶ彶攫,梀視塗,梀視盟,遙忒薹,傖蝠講,傖蝠踢塗,軞庈硉,霜籵庈硉
2020-09-15,'601865,腦應杻,23.18,23.78,22.35,23.72,23.34,-0.16,-0.6855,2.1213,7233300,166266120.0,45307628000.0,7903916400.0
2020-09-14,'601865,腦應杻,23.34,23.98,22.19,22.7,21.9,1.44,6.5753,3.7922,12930546,299963598.0,45620364000.0,7958473200.0
2020-09-11,'601865,腦應杻,21.9,22.0,19.51,20.0,20.0,1.9,9.5,2.7355,9327396,195530159.0,42805740000.0,7467462000.0
2020-09-10,'601865,腦應杻,20.0,21.11,19.79,21.1,20.62,-0.62,-3.0068,2.0253,6905957,141096947.0,39092000000.0,6819600000.0
2020-09-09,'601865,腦應杻,20.62,22.19,20.58,22.0,22.46,-1.84,-8.1923,3.2711,11153832,234929229.0,40303852000.0,7031007600.0
2020-09-08,'601865,腦應杻,22.46,23.21,22.01,22.84,23.09,-0.63,-2.7285,1.8217,6211524,139581272.0,43900316000.0,7658410800.0
2020-09-07,'601865,腦應杻,23.09,24.78,22.97,24.13,24.35,-1.26,-5.1745,2.1324,7271002,173255836.0,45131714000.0,7873228200.0
2020-09-04,'601865,腦應杻,24.35,24.43,23.14,23.95,24.44,-0.09,-0.3682,2.0823,7100216,168925039.0,47594510000.0,8302863000.0
2020-09-03,'601865,腦應杻,24.44,24.58,23.91,24.53,24.32,0.12,0.4934,2.1975,7492951,181880345.0,47770424000.0,8333551200.0
2020-09-02,'601865,腦應杻,24.32,24.86,23.86,24.52,24.65,-0.33,-1.3387,2.047,6979828,169260444.0,47535872000.0,8292633600.0
2020-09-01,'601865,腦應杻,24.65,25.15,23.91,24.05,24.04,0.61,2.5374,3.4048,11609588,284031534.0,48180890000.0,8405157000.0
2020-08-31,'601865,腦應杻,24.04,24.65,23.09,23.33,23.09,0.95,4.1143,3.4665,11819990,283081005.0,46878000000.0,8197159200.0
2020-08-28,'601865,腦應杻,23.09,23.33,22.52,22.89,22.63,0.46,2.0327,1.8974,6469623,148711171.0,45025500000.0,7873228200.0
2020-08-27,'601865,腦應杻,22.63,22.96,21.9,22.21,22.12,0.51,2.3056,1.8203,6206900,139151613.0,44128500000.0,7716377400.0
2020-08-26,'601865,腦應杻,22.12,23.26,21.7,23.21,23.07,-0.95,-4.1179,2.8819,9826870,219165932.0,43134000000.0,7542477600.0
2020-08-25,'601865,腦應杻,23.07,23.57,22.86,23.04,23.16,-0.09,-0.3886,1.4941,5094470,118157757.0,44986500000.0,7866408600.0
2020-08-24,'601865,腦應杻,23.16,23.43,22.11,22.43,22.61,0.55,2.4326,2.0258,6907723,157768265.0,45162000000.0,7897096800.0
2020-08-21,'601865,腦應杻,22.61,23.18,22.42,22.54,22.35,0.26,1.1633,2.0846,7108182,161798896.0,44089500000.0,7709557800.0
2020-08-20,'601865,腦應杻,22.35,23.6,22.2,23.05,23.1,-0.75,-3.2468,3.2332,11024646,249338870.0,43582500000.0,7620903000.0
2020-08-19,'601865,腦應杻,23.1,24.49,23.1,24.4,24.43,-1.33,-5.4441,2.728,9301968,219494663.0,45045000000.0,7876638000.0
2020-08-18,'601865,腦應杻,24.43,24.58,24.05,24.38,24.37,0.06,0.2462,1.9963,6806872,165417716.0,47638500000.0,8330141400.0
2020-08-17,'601865,腦應杻,24.37,24.46,23.58,23.8,24.03,0.34,1.4149,2.5275,8618236,207720473.0,47521500000.0,8309682600.0
2020-08-14,'601865,腦應杻,24.03,24.06,23.45,23.53,23.53,0.5,2.1249,1.7889,6099859,144986497.0,46858500000.0,8193749400.0
2020-08-13,'601865,腦應杻,23.53,24.31,23.46,24.2,24.05,-0.52,-2.1622,2.2384,7632442,180898893.0,45883500000.0,8023259400.0
2020-08-12,'601865,腦應杻,24.05,25.41,23.2,25.0,25.24,-1.19,-4.7147,4.224,14403064,345840363.0,46897500000.0,8200569000.0
2020-08-11,'601865,腦應杻,25.24,26.56,25.11,25.58,25.3,-0.06,-0.2372,3.847,13117520,339674573.0,49218000000.0,8606335200.0
2020-08-10,'601865,腦應杻,25.3,25.63,24.65,24.96,25.1,0.2,0.7968,2.9543,10073437,253617816.0,49335000000.0,8626794000.0
2020-08-07,'601865,腦應杻,25.1,26.36,24.24,26.05,26.26,-1.16,-4.4174,4.5786,15612021,393183360.0,48945000000.0,8558598000.0
2020-08-06,'601865,腦應杻,26.26,27.34,25.48,26.25,26.28,-0.02,-0.0761,4.7274,16119535,425518837.0,51207000000.0,8954134800.0
2020-08-05,'601865,腦應杻,26.28,26.98,23.76,24.93,25.74,0.54,2.0979,6.9162,23582802,589003441.0,51246000000.0,8960954400.0
2020-08-04,'601865,腦應杻,25.74,25.74,23.1,23.63,23.4,2.34,10.0,7.0251,23954255,588741590.0,50193000000.0,8776825200.0
2020-08-03,'601865,腦應杻,23.4,23.85,22.4,23.1,22.79,0.61,2.6766,5.6764,19355272,448006669.0,45630000000.0,7978932000.0
2020-07-31,'601865,腦應杻,22.79,23.86,22.06,22.19,22.51,0.28,1.2439,6.1202,20868668,475226339.0,44440500000.0,7770934200.0
2020-07-30,'601865,腦應杻,22.51,22.87,21.74,22.8,22.41,0.1,0.4462,3.744,12766164,283422927.0,43894500000.0,7675459800.0
2020-07-29,'601865,腦應杻,22.41,22.58,20.82,21.77,21.8,0.61,2.7982,5.2854,18022040,394407792.0,43699500000.0,7641361800.0
2020-07-28,'601865,腦應杻,21.8,22.8,21.12,21.32,21.45,0.35,1.6317,4.8148,16417569,359719476.0,42510000000.0,7433364000.0
2020-07-27,'601865,腦應杻,21.45,22.66,21.2,21.74,20.9,0.55,2.6316,4.3256,14749539,324383144.0,41827500000.0,7314021000.0
2020-07-24,'601865,腦應杻,20.9,22.74,20.8,22.43,22.99,-2.09,-9.0909,4.7073,16051066,350527881.0,40755000000.0,7126482000.0
2020-07-23,'601865,腦應杻,22.99,23.11,21.51,21.68,21.67,1.32,6.0914,5.156,17581099,397699290.0,44830500000.0,7839130200.0
2020-07-22,'601865,腦應杻,21.67,22.38,21.5,22.06,22.0,-0.33,-1.5,3.8855,13248944,288689728.0,42256500000.0,7389036600.0
2020-07-21,'601865,腦應杻,22.0,22.84,21.1,21.4,21.0,1.0,4.7619,5.2891,18034709,396894824.0,42900000000.0,7501560000.0
2020-07-20,'601865,腦應杻,21.0,21.41,20.09,20.09,19.7,1.3,6.599,5.6436,19243429,402980730.0,40950000000.0,7160580000.0
2020-07-17,'601865,腦應杻,19.7,20.34,18.91,19.4,19.12,0.58,3.0335,3.2942,11232454,221965394.0,38415000000.0,6717306000.0
2020-07-16,'601865,腦應杻,19.12,20.9,19.11,20.3,21.23,-2.11,-9.9388,4.191,14290625,284402064.0,37284000000.0,6519537600.0
2020-07-15,'601865,腦應杻,21.23,21.96,19.68,20.0,20.56,0.67,3.2588,6.523,22242110,459230020.0,41398500000.0,7239005400.0
2020-07-14,'601865,腦應杻,20.56,22.75,20.53,22.55,22.81,-2.25,-9.8641,7.0746,24122970,509622079.0,40092000000.0,7010548800.0
2020-07-13,'601865,腦應杻,22.81,23.2,21.45,21.45,21.3,1.51,7.0892,5.7203,19505113,440039785.0,44479500000.0,7777753800.0
2020-07-10,'601865,腦應杻,21.3,21.93,20.18,20.4,20.7,0.6,2.8986,5.1697,17627640,373099815.0,41535000000.0,7262874000.0
2020-07-09,'601865,腦應杻,20.7,21.68,20.45,20.55,20.54,0.16,0.779,5.1414,17531031,369508640.0,40365000000.0,7058286000.0
2020-07-08,'601865,腦應杻,20.54,20.77,19.9,20.0,20.53,0.01,0.0487,4.2779,14586762,296929966.0,40053000000.0,7003729200.0
2020-07-07,'601865,腦應杻,20.53,21.77,19.72,20.2,20.27,0.26,1.2827,6.4885,22124655,449821389.0,40033500000.0,7000319400.0
2020-07-06,'601865,腦應杻,20.27,20.8,19.57,19.81,20.2,0.07,0.3465,5.4542,18597670,375212791.0,39526500000.0,6911664600.0
2020-07-03,'601865,腦應杻,20.2,20.34,18.86,19.89,20.47,-0.27,-1.319,5.6025,19103553,374830774.0,39390000000.0,6887796000.0
2020-07-02,'601865,腦應杻,20.47,21.0,19.35,19.35,19.12,1.35,7.0607,6.6752,22761058,457367576.0,39916500000.0,6979860600.0
2020-07-01,'601865,腦應杻,19.12,20.0,18.58,19.1,18.8,0.32,1.7021,6.0352,20578949,396661082.0,37284000000.0,6519537600.0
2020-06-30,'601865,腦應杻,18.8,19.15,17.33,18.38,19.25,-0.45,-2.3377,7.3152,24943336,456295863.0,36660000000.0,6410424000.0
2020-06-29,'601865,腦應杻,19.25,19.25,17.01,17.49,17.5,1.75,10.0,8.5244,29066465,544900662.0,37537500000.0,6563865000.0
2020-06-24,'601865,腦應杻,17.5,17.52,15.73,15.92,15.93,1.57,9.8556,6.0351,20578472,343122482.0,34125000000.0,5967150000.0
2020-06-23,'601865,腦應杻,15.93,15.96,14.9,15.17,15.26,0.67,4.3906,3.4397,11728744,182859528.0,31063500000.0,5431811400.0
2020-06-22,'601865,腦應杻,15.26,15.65,14.94,14.95,15.02,0.24,1.5979,2.6554,9054451,138960867.0,29757000000.0,5203354800.0
2020-06-19,'601865,腦應杻,15.02,15.48,14.89,14.92,15.09,-0.07,-0.4639,2.2897,7807362,118016426.0,29289000000.0,5121519600.0
2020-06-18,'601865,腦應杻,15.09,15.45,14.92,14.98,15.04,0.05,0.3324,1.8565,6330383,96264482.0,29425500000.0,5145388200.0
2020-06-17,'601865,腦應杻,15.04,15.15,14.8,15.1,15.1,-0.06,-0.3974,1.9593,6680732,99915347.0,29328000000.0,5128339200.0
2020-06-16,'601865,腦應杻,15.1,15.25,14.86,15.11,15.1,0.0,0.0,1.7735,6047299,91026128.0,29445000000.0,5148798000.0
2020-06-15,'601865,腦應杻,15.1,15.69,14.88,15.61,15.7,-0.6,-3.8217,2.9286,9985931,152302524.0,29445000000.0,5148798000.0
2020-06-12,'601865,腦應杻,15.7,15.72,14.72,14.87,15.2,0.5,3.2895,3.1271,10662700,163172068.0,30615000000.0,5353386000.0
2020-06-11,'601865,腦應杻,15.2,15.28,14.7,14.89,14.82,0.38,2.5641,3.1486,10736101,161587760.0,29640000000.0,5182896000.0
2020-06-10,'601865,腦應杻,14.82,15.58,14.6,14.84,15.1,-0.28,-1.8543,3.7263,12706012,191105257.0,28899000000.0,5053323600.0
2020-06-09,'601865,腦應杻,15.1,15.16,14.16,14.33,14.26,0.84,5.8906,3.9893,13602732,199456116.0,29445000000.0,5148798000.0
2020-06-08,'601865,腦應杻,14.26,14.37,13.79,13.79,13.98,0.28,2.0029,2.5059,8544620,121296561.0,27807000000.0,4862374800.0
2020-06-05,'601865,腦應杻,13.98,14.05,13.5,13.82,13.88,0.1,0.7205,2.349,8009677,110640527.0,27261000000.0,4766900400.0
2020-06-04,'601865,腦應杻,13.88,14.07,13.48,13.48,13.48,0.4,2.9674,2.9731,10137738,140879700.0,27066000000.0,4732802400.0
2020-06-03,'601865,腦應杻,13.48,13.8,13.38,13.8,13.69,-0.21,-1.534,2.9045,9903808,134759302.0,26286000000.0,4596410400.0
2020-06-02,'601865,腦應杻,13.69,13.8,13.36,13.55,13.43,0.26,1.936,3.0369,10355185,141589641.0,26695500000.0,4668016200.0
2020-06-01,'601865,腦應杻,13.43,13.58,12.95,13.12,13.02,0.41,3.149,3.3275,11346048,151069185.0,26188500000.0,4579361400.0
2020-05-29,'601865,腦應杻,13.02,13.07,12.74,12.94,13.09,-0.07,-0.5348,2.2748,7756706,100654536.0,25389000000.0,4439559600.0
