日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2021-06-21,'603260,合盛硅业,67.71,69.4,66.5,68.21,68.19,-0.48,-0.7039,0.7941,7448359,506853911.0,63511980000.0,63511980000.0
2021-06-18,'603260,合盛硅业,68.19,70.8,65.16,65.87,66.7,1.49,2.2339,1.1147,10456083,713341905.0,63962220000.0,63962220000.0
2021-06-17,'603260,合盛硅业,66.7,67.08,62.57,62.57,62.33,4.37,7.0111,0.6774,6353848,412831352.0,62564600000.0,62564600000.0
2021-06-16,'603260,合盛硅业,62.33,64.88,61.5,64.64,64.67,-2.34,-3.6184,0.6426,6027637,378016734.0,58465540000.0,58465540000.0
2021-06-15,'603260,合盛硅业,64.67,67.88,63.7,67.5,65.3,-0.63,-0.9648,0.843,7907092,514911716.0,60660460000.0,60660460000.0
2021-06-11,'603260,合盛硅业,65.3,66.19,61.51,63.97,64.1,1.2,1.8721,0.8547,8016892,512203580.0,61251400000.0,61251400000.0
2021-06-10,'603260,合盛硅业,64.1,64.59,61.4,62.0,62.38,1.72,2.7573,0.6405,6007592,381049749.0,60125800000.0,60125800000.0
2021-06-09,'603260,合盛硅业,62.38,62.87,59.67,59.67,60.25,2.13,3.5353,0.5384,5050660,310580813.0,58512440000.0,58512440000.0
2021-06-08,'603260,合盛硅业,60.25,62.85,59.77,61.87,61.87,-1.62,-2.6184,0.489,4586822,279132365.0,56514500000.0,56514500000.0
2021-06-07,'603260,合盛硅业,61.87,63.26,61.21,61.46,61.17,0.7,1.1444,0.474,4446397,276398244.0,58034060000.0,58034060000.0
2021-06-04,'603260,合盛硅业,61.17,61.72,59.83,60.58,60.16,1.01,1.6789,0.4234,3971332,241425959.0,57377460000.0,57377460000.0
2021-06-03,'603260,合盛硅业,60.16,61.5,59.74,60.42,61.27,-1.11,-1.8117,0.4088,3834296,231889505.0,56430080000.0,56430080000.0
2021-06-02,'603260,合盛硅业,61.27,62.49,60.65,61.21,61.26,0.01,0.0163,0.5215,4891572,300712048.0,57471260000.0,57471260000.0
2021-06-01,'603260,合盛硅业,61.26,63.89,59.55,63.89,64.01,-2.75,-4.2962,0.969,9089540,555731598.0,57461880000.0,57461880000.0
2021-05-31,'603260,合盛硅业,64.01,65.33,62.52,64.41,63.91,0.1,0.1565,0.9935,9319142,598314650.0,60041380000.0,60041380000.0
2021-05-28,'603260,合盛硅业,63.91,65.27,59.91,60.75,60.4,3.51,5.8113,0.8505,7978134,504840058.0,59947580000.0,59947580000.0
2021-05-27,'603260,合盛硅业,60.4,61.01,58.16,58.99,58.88,1.52,2.5815,0.5382,5048496,301896159.0,56655200000.0,56655200000.0
2021-05-26,'603260,XD合盛硅,58.88,61.84,57.6,61.8,61.19,-2.31,-3.7751,0.6726,6309231,371390777.0,55229440000.0,55229440000.0
2021-05-25,'603260,合盛硅业,61.48,61.74,57.9,58.12,57.31,4.17,7.2762,0.8179,7671733,461368290.0,57668240000.0,57668240000.0
2021-05-24,'603260,合盛硅业,57.31,59.93,56.8,59.93,60.1,-2.79,-4.6423,0.7057,6619512,381595242.0,53756780000.0,53756780000.0
2021-05-21,'603260,合盛硅业,60.1,60.65,58.11,59.11,58.65,1.45,2.4723,0.5388,5054349,301693224.0,56373800000.0,56373800000.0
2021-05-20,'603260,合盛硅业,58.65,59.76,57.02,59.19,60.45,-1.8,-2.9777,0.6863,6437722,373981676.0,55013700000.0,55013700000.0
2021-05-19,'603260,合盛硅业,60.45,62.2,57.32,58.98,59.28,1.17,1.9737,0.5327,4996715,302142462.0,56702100000.0,56702100000.0
2021-05-18,'603260,合盛硅业,59.28,60.2,57.1,57.74,57.83,1.45,2.5073,0.4855,4554090,268394878.0,55604640000.0,55604640000.0
